SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
CHEMPLASTS, EQ, 27-Jul-2026,202.29,203.5,209.49,203.5,206.9,206.98,206.8,193300,399.74,4043,76425,39.54
CHENNPETRO, EQ, 27-Jul-2026,1214.8,1230,1232,1162.8,1171,1168.8,1178.96,1629065,19205.96,53531,685204,42.06
CHETANA, ST, 27-Jul-2026,47.8,48.95,48.95,46.65,46.65,46.65,47.65,8000,3.81,5,8000,100
CHEVIOT, EQ, 27-Jul-2026,1153.6,1155,1170,1146.1,1158.2,1161.1,1161.38,2113,24.54,416,1253,59.3
CHOICEGOLD, EQ, 27-Jul-2026,141.55,141.55,143,141.05,142.14,142.25,142.14,4401,6.26,143,2124,48.26
CHOICEIN, EQ, 27-Jul-2026,797.15,801,811.65,798,800,800,803.26,505379,4059.51,7307,151084,29.9
CHOLAFIN, EQ, 27-Jul-2026,1724.4,1744,1804.5,1743.8,1783.5,1785.2,1784.34,1963093,35028.16,60801,1159092,59.04
CHOLAHLDNG, EQ, 27-Jul-2026,1516.7,1529.7,1563.9,1521.5,1521.9,1526.5,1537.37,107079,1646.21,10457,56944,53.18
CIEINDIA, EQ, 27-Jul-2026,413.75,417,423,410.45,413.95,413.4,413.83,411200,1701.68,18803,180328,43.85
CIFL, EQ, 27-Jul-2026,20.05,21.34,21.34,19.56,20.17,20.12,20.25,58357,11.82,470,32291,55.33
CINELINE, EQ, 27-Jul-2026,86.71,87.39,87.87,80.25,81.7,82.29,84.11,82731,69.59,1070,34300,41.46
CINEVISTA, EQ, 27-Jul-2026,15.29,15.29,15.89,15.1,15.16,15.32,15.43,16198,2.5,94,9779,60.37
CIPLA, EQ, 27-Jul-2026,1410.6,1412.6,1418.1,1392.8,1415,1409.4,1407.14,1162030,16351.37,36018,542978,46.73
CITIUSINVT, IV, 27-Jul-2026,108.48,109.9,109.93,109.02,109.1,109.26,109.38,18026,19.72,526,13893,77.07
CKKRETAIL, SM, 27-Jul-2026,130,130,130,130,130,130,130,800,1.04,1,800,100
CLASSICEIL, ST, 27-Jul-2026,60,59,59,59,59,59,59,1600,0.94,1,1600,100
CLAYCRAFT, SM, 27-Jul-2026,170.2,171,171,166,171,170.2,169.06,27600,46.66,38,25800,93.48
CLCIND, BE, 27-Jul-2026,54.05,56.75,56.75,54.05,56.75,56.75,55.65,18298,10.18,73, -, -
CLEAN, EQ, 27-Jul-2026,721,730.05,737,726.55,728.2,728.3,731.57,79303,580.16,7729,38670,48.76
CLEANMAX, EQ, 27-Jul-2026,1456.9,1447.1,1456.3,1419.6,1431.1,1439,1439.85,111773,1609.36,12786,48143,43.07
CLEDUCATE, BE, 27-Jul-2026,60.9,61.01,61.01,57.86,57.86,57.86,58.04,25983,15.08,123, -, -
CLSEL, EQ, 27-Jul-2026,279.8,280.9,287.8,276,276,279.3,280.29,19609,54.96,926,8437,43.03
CLSL, SM, 27-Jul-2026,61,61.9,66.5,61.9,64,64.1,64.06,44000,28.19,22,42000,95.45
CMICABLES, BZ, 27-Jul-2026,2.98,2.98,3,2.84,2.84,2.84,2.9,6384,0.19,24, -, -
CMLL, EQ, 27-Jul-2026,528.2,535,624.4,523.45,580,570.55,583.62,25880974,151045.44,385088,2077262,8.03
CMNL, SM, 27-Jul-2026,105,100,105,99.95,105,103.15,102.38,48750,49.91,28,41250,84.62
CMPDI, EQ, 27-Jul-2026,248.43,251.65,254.9,247.1,253.49,253.45,251.75,1341702,3377.79,15143,495221,36.91
CMRGREEN, EQ, 27-Jul-2026,218.05,220.5,226.5,217.25,219,219.1,221.63,755516,1674.46,11339,332673,44.03
CMRSL, SM, 27-Jul-2026,62,65,65.1,65,65.1,65.1,65.08,4800,3.12,4,4800,100
CMSINFO, EQ, 27-Jul-2026,273.9,278,278,272,272.4,272.6,274.11,179511,492.05,6106,100106,55.77
CNL, EQ, 27-Jul-2026,987,1029.95,1080.25,983,1045,1019.9,1015.45,2031199,20625.8,70115,136431,6.72
COALINDIA, EQ, 27-Jul-2026,427.4,429.5,431,425.75,427,427.5,429.17,5241433,22494.53,66750,3099204,59.13
COASTCORP, EQ, 27-Jul-2026,49.93,49,51,48.76,50,50.07,50.25,91336,45.9,584,70336,77.01
COCHINSHIP, EQ, 27-Jul-2026,1392.4,1398.6,1406.8,1387.1,1400.8,1402.3,1397.96,847899,11853.27,25444,331964,39.15
COCKERILL, EQ, 27-Jul-2026,8937.5,8965,9159,8774,8892,8859.5,8982.31,3922,352.29,1402,1803,45.97
COFFEEDAY, BE, 27-Jul-2026,30.24,30.6,30.89,30.2,30.3,30.39,30.4,240799,73.2,624, -, -
COFORGE, EQ, 27-Jul-2026,1484.7,1495.5,1538.2,1489.4,1531,1528.4,1520.78,3779933,57484.39,78729,2181894,57.72
COHANCE, EQ, 27-Jul-2026,417.1,425,436.5,419.15,426,428,428.18,505417,2164.11,18237,234228,46.34
COLPAL, EQ, 27-Jul-2026,2086.1,2088.8,2156,2088.8,2135.2,2136.6,2133.32,381885,8146.84,25706,158412,41.48
COMFINTE, EQ, 27-Jul-2026,5.44,5.57,5.58,5.38,5.41,5.4,5.46,103097,5.63,311,71159,69.02
COMMITTED, ST, 27-Jul-2026,339,342,342,330,330,330,337.33,2400,8.1,3,1600,66.67
COMMOIETF, EQ, 27-Jul-2026,99.62,101.6,101.6,99.62,99.69,99.85,99.78,42678,42.58,1120,26303,61.63
COMPINFO, BZ, 27-Jul-2026,1.16,1.16,1.19,1.12,1.18,1.17,1.15,9976,0.11,16, -, -
COMPUSOFT, EQ, 27-Jul-2026,13.33,13.46,13.46,13.06,13.24,13.22,13.23,9171,1.21,130,5170,56.37
COMSYN, EQ, 27-Jul-2026,178.52,179,183.7,173.2,177.9,174.48,176.32,71832,126.65,1742,36417,50.7
CONCOR, EQ, 27-Jul-2026,477.55,470,515.3,469.95,510,510.5,504.97,13227175,66792.71,187557,4259417,32.2
CONCORDBIO, EQ, 27-Jul-2026,1248.5,1255.2,1275.3,1244.5,1266,1256.4,1254.49,79408,996.17,7962,41832,52.68
CONFIPET, EQ, 27-Jul-2026,78.3,79.4,83,78.02,80.89,81.04,81.19,8619919,6998.25,48448,2971341,34.47
CONNPLEX, SM, 27-Jul-2026,203.55,210,210,204.05,204.05,204.75,206.35,7200,14.86,9,4000,55.56
CONS, EQ, 27-Jul-2026,12.08,12.19,12.26,12.14,12.26,12.24,12.19,85874,10.47,148,51635,60.13
CONSOFINVT, BE, 27-Jul-2026,286.42,285,290,280,285,285,285.33,6283,17.93,75, -, -
CONSUMAXIS, EQ, 27-Jul-2026,120.3,122,122.24,121.65,122.12,122.17,121.99,317,0.39,28,223,70.35
CONSUMBEES, EQ, 27-Jul-2026,130.19,130.01,132.45,130,132.3,132.26,132.06,129495,171.01,988,74691,57.68
CONSUMER, EQ, 27-Jul-2026,11.6,11.6,11.81,11.6,11.81,11.8,11.77,189276,22.29,393,153732,81.22
CONSUMIETF, EQ, 27-Jul-2026,121.14,121.76,123.27,121.76,123.25,123.07,122.89,22849,28.08,358,12418,54.35
CONTI, SM, 27-Jul-2026,10.45,10.45,10.45,10.45,10.45,10.45,10.45,3333,0.35,1,3333,100
CONTROLPR, EQ, 27-Jul-2026,590.55,590,598.95,588.75,592,592,591.53,50615,299.4,2801,32677,64.56
COOLCAPS, ST, 27-Jul-2026,20.15,20.95,20.95,19.7,20.65,20.5,20.27,48750,9.88,29,46250,94.87
CORALFINAC, EQ, 27-Jul-2026,32.5,32.66,34.7,32.22,32.67,33.65,33.37,22993,7.67,269,15466,67.26
CORDELIA, EQ, 27-Jul-2026,806.4,820.5,840.7,812,816,820.7,825.06,182658,1507.04,7785,50893,27.86
CORDSCABLE, BE, 27-Jul-2026,203.66,203.66,208.99,202,204.5,204.57,205.28,11767,24.16,169, -, -
COROMANDEL, EQ, 27-Jul-2026,1980.8,1990.5,2011,1983,2003,2003.8,2002.96,85074,1704,8250,47128,55.4
CORONA, EQ, 27-Jul-2026,2113,2126.8,2140,2086.6,2099,2098.2,2111.58,20186,426.24,4646,10318,51.11
COSMOFIRST, EQ, 27-Jul-2026,881,881,919.8,870,905,909.2,902.13,162543,1466.35,8438,79475,48.89
COUNCODOS, EQ, 27-Jul-2026,6.4,6.41,6.6,6.21,6.31,6.32,6.35,58858,3.74,147,51099,86.82
CPCAP, BE, 27-Jul-2026,108.49,108,110,106.25,108.3,108.33,108.51,10724,11.64,61, -, -
CPEDU, EQ, 27-Jul-2026,186.47,188.3,210,188.3,196.5,197.32,199.75,61588,123.02,1275,22924,37.22
CPL, EQ, 27-Jul-2026,69.84,71,75.74,70.2,70.31,70.81,71.06,16526,11.74,377,6348,38.41
CPPLUS, EQ, 27-Jul-2026,3543.4,3539.1,3685,3495,3556.1,3557.8,3586.86,134944,4840.25,17309,69657,51.62
CPS, SM, 27-Jul-2026,1039.5,1039,1039,1030,1030,1030,1034.5,300,3.1,2,300,100
CPSEETF, EQ, 27-Jul-2026,96.23,96.99,96.99,95.9,95.93,96.06,96.2,524348,504.43,7990,298724,56.97
CRAFTSMAN, EQ, 27-Jul-2026,9284,9312,9414.5,9293.5,9379,9327,9330.85,16833,1570.66,4854,8210,48.77
CRAMC, EQ, 27-Jul-2026,259.95,260.99,264.57,260.99,263,262.87,262.96,382782,1006.55,11124,150707,39.37
CRAYONS, SM, 27-Jul-2026,24.05,24.05,25.25,24.05,25.25,25.25,24.6,3000,0.74,3,3000,100
CREATIVEYE, EQ, 27-Jul-2026,6.66,6.99,6.99,6.05,6.48,6.37,6.55,106526,6.98,412,58641,55.05
CREDITACC, EQ, 27-Jul-2026,1517.6,1585.5,1614,1550.1,1598.9,1591.1,1590.56,3825382,60845,183934,998293,26.1
CREST, EQ, 27-Jul-2026,377.7,389,389,368.1,375,375,370.75,8217,30.46,210,7081,86.18
CRISIL, EQ, 27-Jul-2026,4347.2,4350,4502.9,4347.2,4490,4486.3,4466.83,59947,2677.73,13254,28774,48
CRIZAC, EQ, 27-Jul-2026,184.44,185.9,195.99,185.15,195.21,194.98,191.47,612160,1172.1,14263,281262,45.95
CROMPTON, EQ, 27-Jul-2026,250.15,252.1,252.15,248.05,249,249.1,249.49,2359921,5887.72,30409,1327807,56.26
CROWN, EQ, 27-Jul-2026,114.38,116,117.87,112.15,112.3,112.51,113.97,14628,16.67,271,10653,72.83
CSBBANK, EQ, 27-Jul-2026,340.9,341.2,346.55,336,337,337.25,340.06,489401,1664.27,14150,262125,53.56
CSLFINANCE, EQ, 27-Jul-2026,213.84,219,219,215,217.25,217.24,216.85,12113,26.27,388,8608,71.06
CSM, EQ, 27-Jul-2026,99.62,99.62,100.5,99,99.5,99.54,99.65,178019,177.39,1387,135403,76.06
CSSL, SM, 27-Jul-2026,95,96,101.5,96,98,98,99.15,11000,10.91,11,8000,72.73
CTE, EQ, 27-Jul-2026,31.5,31.01,32.68,30.5,32,31.96,31.53,8441,2.66,74,5911,70.03
CUB, EQ, 27-Jul-2026,219.75,221,226.99,220.6,220.99,221.45,222.84,1372673,3058.83,22711,727865,53.03
CUBEINVIT, IV, 27-Jul-2026,155,155,155,155,155,155,155,25000,38.75,1,25000,100
CUBEXTUB, EQ, 27-Jul-2026,76.99,77.8,78.98,77.01,77.35,77.43,77.87,35436,27.59,642,17561,49.56
CUDML, ST, 27-Jul-2026,135.4,135.4,135.4,135.4,135.4,135.4,135.4,3000,4.06,2,3000,100
CUMMINSIND, EQ, 27-Jul-2026,5600.5,5643.5,5649.5,5589.5,5630,5629.5,5617.96,343112,19275.89,21476,244484,71.25
CUPID, EQ, 27-Jul-2026,213.43,214.56,222,213.75,221.8,221.46,219.38,24777700,54356.89,117455,8601787,34.72
CURAA, EQ, 27-Jul-2026,71.37,71.99,72.64,67.41,72.64,72.62,72.21,243,0.18,18,131,53.91
CYBERMEDIA, BE, 27-Jul-2026,15.5,15.5,16.17,15.01,15.45,15.93,15.82,36998,5.85,101, -, -
CYBERTECH, BE, 27-Jul-2026,141.94,143.99,143.99,137.6,140,138.85,139.72,15320,21.4,243, -, -
CYIENT, EQ, 27-Jul-2026,840.05,842,844.9,822,822.5,825.2,830.44,559577,4646.95,27214,294915,52.7
CYIENTDLM, EQ, 27-Jul-2026,670.45,680,681.55,652.55,666.75,665.05,662.88,315550,2091.71,13758,122107,38.7
DABUR, EQ, 27-Jul-2026,423.2,425.6,429.05,424.5,427.35,427.35,427.41,853775,3649.13,16552,487461,57.09
DAICHI, BE, 27-Jul-2026,304.8,309.85,309.85,302.2,302.5,302.5,303.84,299,0.91,18, -, -
DALBHARAT, EQ, 27-Jul-2026,1810.8,1730.6,1831.9,1683,1822.7,1826.5,1810.3,305803,5535.95,24938,97577,31.91
DALMIASUG, EQ, 27-Jul-2026,361.95,361.4,366.95,357.6,359.65,358.5,359.95,43852,157.84,1697,16050,36.6
DAMCAPITAL, EQ, 27-Jul-2026,157.88,159.3,160.98,155.35,156.7,156.86,157.73,575685,908.01,7855,295953,51.41
DAMODARIND, BE, 27-Jul-2026,28.84,28.84,28.84,28,28,28,28.1,814,0.23,18, -, -
DANGEE, EQ, 27-Jul-2026,2.95,2.95,3.03,2.88,2.94,2.92,2.93,44359,1.3,142,35350,79.69
DANISH, SM, 27-Jul-2026,823.75,827.75,844.95,812,827.5,821.75,822.66,29700,244.33,142,21750,73.23
DATAMATICS, EQ, 27-Jul-2026,821.5,835.95,857,828.1,855,854.8,848.84,85941,729.5,4714,41969,48.83
DATAPATTNS, EQ, 27-Jul-2026,4584.5,4600,4686,4540,4581,4578.9,4613.78,657193,30321.45,57683,116177,17.68
DAVANGERE, EQ, 27-Jul-2026,3.42,3.48,3.51,3.27,3.3,3.3,3.36,13131742,440.76,4498,7023319,53.48
DBCORP, EQ, 27-Jul-2026,208.75,211.5,211.94,206.45,208.1,208.29,208.68,167446,349.42,4462,83302,49.75
DBEIL, BE, 27-Jul-2026,7.42,7.5,7.62,7.2,7.44,7.39,7.4,76612,5.67,314, -, -
DBL, EQ, 27-Jul-2026,420.25,414.6,444.9,414.6,440,443.65,436.86,2647147,11564.45,40665,394774,14.91
DBOL, EQ, 27-Jul-2026,102.09,102.3,104.49,98.82,102,102.3,101.49,63340,64.29,870,39596,62.51
DBREALTY, BE, 27-Jul-2026,112.5,113.9,115.5,112.2,112.5,113.85,113.95,272338,310.32,850, -, -
DBSTOCKBRO, BE, 27-Jul-2026,34.38,33.8,35,33.49,33.5,33.75,33.77,10914,3.69,49, -, -
DCAL, EQ, 27-Jul-2026,183.58,183.9,188.84,183.9,187.3,186.11,186.61,190451,355.41,4830,92920,48.79
DCBBANK, EQ, 27-Jul-2026,186.24,193.16,204.74,189.74,191.4,190.26,196.32,10927140,21452.07,94576,2568624,23.51
DCCL, SM, 27-Jul-2026,51,51,51,51,51,51,51,10000,5.1,1,10000,100
DCG, SM, 27-Jul-2026,53.45,52.65,53.55,52.65,53.55,53.55,53.23,3600,1.92,3,2400,66.67
DCI, EQ, 27-Jul-2026,287.85,287.85,299.55,287.85,287.85,288.7,295.08,40862,120.57,937,8196,20.06
DCM, BE, 27-Jul-2026,88.9,86.4,88,86.4,87,87,87.14,3941,3.43,55, -, -
DCMFINSERV, EQ, 27-Jul-2026,5.02,5.51,5.51,5.07,5.16,5.26,5.23,2305,0.12,29,1870,81.13
DCMNVL, BE, 27-Jul-2026,143.53,141,145,141,145,145,144.25,6099,8.8,39, -, -
DCMSHRIRAM, EQ, 27-Jul-2026,1005.8,1016.6,1035.9,1012.6,1033.8,1032.9,1028.48,23674,243.48,4304,13859,58.54
DCMSIL, BE, 27-Jul-2026,79.77,78.6,78.6,78.6,78.6,78.6,78.6,60190,47.31,138, -, -
DCMSRIND, EQ, 27-Jul-2026,39.86,41,41,39.15,40.39,39.81,40.16,66805,26.83,817,31530,47.2
DCW, EQ, 27-Jul-2026,46.23,46.8,47.32,46.61,47.01,47.17,47.05,409937,192.86,2022,174925,42.67
DCXINDIA, EQ, 27-Jul-2026,180.68,182.45,184.03,181.47,182.67,182.98,182.73,311198,568.66,4626,138564,44.53
DDEVPLSTIK, EQ, 27-Jul-2026,275.65,277,281.8,273.1,276.8,275.45,278.03,109584,304.68,5192,63277,57.74
DECCANCE, EQ, 27-Jul-2026,553.65,576.9,576.9,542,542,545.3,548.32,19411,106.43,852,15279,78.71
DECCANTRAN, SM, 27-Jul-2026,22.5,22.35,23.95,22.35,23.95,23.4,23.06,20400,4.71,10,19200,94.12
DECNGOLD, EQ, 27-Jul-2026,194.52,194,200.6,194,197.49,197,197.58,1053771,2081.99,11179,411159,39.02
DEEDEV, BE, 27-Jul-2026,653.45,653.45,686.1,653.45,686.1,682.65,680.29,58774,399.83,1347, -, -
DEEPAKFERT, EQ, 27-Jul-2026,1573.2,1578.2,1641.9,1557.1,1629.9,1634.5,1606.01,326561,5244.6,19620,143677,44
DEEPAKNTR, EQ, 27-Jul-2026,1649.6,1664,1698.8,1659,1681.2,1678.9,1680.89,95397,1603.52,11906,36433,38.19
DEEPINDS, EQ, 27-Jul-2026,479.6,479.6,529.45,479.6,516.8,516.45,516.3,1633199,8432.19,40064,352024,21.55
DEFENCE, EQ, 27-Jul-2026,77.94,77.94,78.95,77.94,78.49,78.58,78.42,106924,83.85,494,81315,76.05
DELAPLEX, SM, 27-Jul-2026,96.3,101,101,95,95,95.55,98.34,5400,5.31,6,4800,88.89
DELHIVERY, EQ, 27-Jul-2026,462.55,466,471.3,461.45,469.9,470,467.12,2718387,12698.05,53005,1584660,58.29
DELPHIFX, BE, 27-Jul-2026,6.87,6.87,7.14,6.62,7.12,7.06,6.9,144292,9.95,242, -, -
DELTACORP, EQ, 27-Jul-2026,62.99,63.19,63.93,62.55,62.57,62.71,63.05,649761,409.7,3364,372781,57.37
DELTAMAGNT, EQ, 27-Jul-2026,55.83,55.83,59.7,55.83,58.36,56.22,56.31,1864,1.05,65,1126,60.41
DELTIC, SM, 27-Jul-2026,36.8,36.95,36.95,33.65,35.2,35.2,35.54,17000,6.04,17,10000,58.82
DEN, EQ, 27-Jul-2026,27.16,27.2,27.7,27.1,27.39,27.37,27.36,247039,67.59,1461,126773,51.32
DENEERS, SM, 27-Jul-2026,194.65,195.2,197.95,184.5,196.9,190.35,189.15,13200,24.97,18,7800,59.09
DENORA, EQ, 27-Jul-2026,852.55,868.8,894.3,861,879.4,871.05,880.85,4116,36.26,611,2336,56.75
DENTA, EQ, 27-Jul-2026,336.65,342.5,343.65,331.4,334.9,333.85,335.5,146523,491.58,4536,60585,41.35
DENTALKART, SM, 27-Jul-2026,425.45,436.5,437.95,427.5,435,431.6,432.53,9000,38.93,33,5500,61.11
DEVIT, EQ, 27-Jul-2026,26.07,26,26.8,26,26.01,26.08,26.23,21903,5.74,248,14859,67.84
DEVX, EQ, 27-Jul-2026,33.9,33.23,35.05,33.23,34.15,34.16,34.07,29916,10.19,200,25033,83.68
DEVYANI, EQ, 27-Jul-2026,112.3,113.3,117.1,112.61,116.35,116.06,115.95,4449216,5159.06,28724,2273195,51.09
DGCONTENT, EQ, 27-Jul-2026,24.1,24.62,25.43,24.03,24.99,24.99,24.96,28749,7.18,60,25283,87.94
DHAMPURSUG, EQ, 27-Jul-2026,142.12,142.25,144.4,140.65,144,143.61,142.71,145357,207.44,2239,72629,49.97
DHANBANK, EQ, 27-Jul-2026,34.29,34.3,35.9,34.12,35.35,35.4,35.23,3148881,1109.25,8801,1044296,33.16
DHANLAXMI, SM, 27-Jul-2026,24.25,25.55,25.55,24,25.4,25.4,24.81,14000,3.47,7,10000,71.43
DHANSA, SM, 27-Jul-2026,20.65,20.3,20.3,20.3,20.3,20.3,20.3,2000,0.41,1,2000,100
DHANUKA, EQ, 27-Jul-2026,1013.3,1019.9,1023.3,990.2,996,996.2,997.78,90838,906.36,6807,61862,68.1
DHARAN, BZ, 27-Jul-2026,0.15,0.16,0.16,0.15,0.16,0.15,0.15,7908744,12.26,1077, -, -
DHARARAIL, ST, 27-Jul-2026,130,130,131.95,130,131.95,131.95,131.3,3000,3.94,3,3000,100
DHARIWAL, SM, 27-Jul-2026,32.8,32.8,32.8,32.8,32.8,32.8,32.8,3000,0.98,1,3000,100
DHARMAJ, EQ, 27-Jul-2026,260.95,261.1,264.2,258,260,260.15,259.69,17825,46.29,1191,11481,64.41
DHRUV, BE, 27-Jul-2026,24.49,24.3,25.4,23.8,24,23.99,24.17,11666,2.82,36, -, -
DHUNINV, EQ, 27-Jul-2026,864.7,866,897,860,860,867.5,872.79,633,5.52,91,472,74.57
DIACABS, EQ, 27-Jul-2026,295.15,309.9,309.9,298.1,305.8,307.17,305.02,8209562,25040.86,53090,2972474,36.21
DIAMINESQ, EQ, 27-Jul-2026,246.9,250.74,252.78,246.42,247.6,247.84,250.4,1824,4.57,100,1347,73.85
DIAMONDYD, EQ, 27-Jul-2026,1111.4,1111.4,1122.8,1080.5,1080.5,1097.6,1103.03,17731,195.58,1589,10502,59.23
DICIND, EQ, 27-Jul-2026,517.5,524,524,499,500,502.2,506.01,2888,14.61,161,2658,92.04
DIFFNKG, EQ, 27-Jul-2026,395.35,401.15,408,394.3,405.95,404.05,402.47,76782,309.03,3417,35026,45.62
DIGIDRIVE, EQ, 27-Jul-2026,17.95,17.95,18.64,17.65,17.89,17.83,17.87,9965,1.78,95,7222,72.47
DIGIKORE, SM, 27-Jul-2026,50.6,50.5,50.5,46.9,48.25,48.4,48.13,152800,73.55,256,91600,59.95
DIGISPICE, BE, 27-Jul-2026,18.79,18.69,19.23,18,18.05,18.16,18.24,104975,19.15,290, -, -
DIGITIDE, EQ, 27-Jul-2026,101.22,100.61,102.38,100,100.55,100.72,101.3,228422,231.39,2893,71154,31.15
DIGJAMLMTD, EQ, 27-Jul-2026,40.4,40.4,43.48,39.2,42.8,42.97,40.78,135836,55.4,488,64661,47.6
DIL, BZ, 27-Jul-2026,0.8,0.78,0.84,0.76,0.81,0.81,0.8,467721,3.73,371, -, -
DISAQ, EQ, 27-Jul-2026,12110,12296,12297,12094,12195,12191,12170.85,516,62.8,379,117,22.67
DISHTV, BE, 27-Jul-2026,2.82,2.82,2.92,2.75,2.88,2.87,2.85,1134555,32.32,1100, -, -
DIVGIITTS, EQ, 27-Jul-2026,945.6,958,974.95,930,955.2,962.35,962.27,25653,246.85,2795,9883,38.53
DIVIDEND, EQ, 27-Jul-2026,35.1,35.34,35.5,35.31,35.49,35.48,35.42,4051,1.43,59,2877,71.02
DIVINEHIRA, ST, 27-Jul-2026,107.45,111,111,106,107.8,106.35,107.64,10800,11.63,9,6000,55.56
DIVISLAB, EQ, 27-Jul-2026,7248.5,7222,7459,7220.5,7440,7414,7374.96,544701,40171.47,54383,285601,52.43
DIVOPPBEES, EQ, 27-Jul-2026,77.01,78.55,78.55,76.16,77.62,77.48,77.43,61486,47.61,871,32566,52.96
DIVYADHAN, ST, 27-Jul-2026,54.8,53.75,53.75,53.75,53.75,53.75,53.75,2000,1.08,1,2000,100
DIXON, EQ, 27-Jul-2026,13846,13951,14021,13741,13780,13810,13887.07,205726,28569.3,37508,53040,25.78
DJML, EQ, 27-Jul-2026,114.39,115.75,115.94,112.66,114.8,114.49,114.7,367828,421.89,3599,85921,23.36
DKEGL, SM, 27-Jul-2026,65.9,65.95,65.95,65.95,65.95,65.95,65.95,1500,0.99,1,1500,100
DLF, EQ, 27-Jul-2026,645.2,647.1,651.95,641.9,651.5,650.9,647.53,2658172,17212.55,34213,1216729,45.77
DLINKINDIA, EQ, 27-Jul-2026,452.2,456,456.9,445.1,446,447.65,450.41,77120,347.36,3068,39428,51.13
DMART, EQ, 27-Jul-2026,4018.8,4030,4074.1,4013,4019,4027.7,4042.95,384728,15554.36,40700,186771,48.55
DMCC, EQ, 27-Jul-2026,272.75,275.75,279,265.6,271.7,271.05,273.43,29552,80.8,1100,14421,48.8
DNAMEDIA, EQ, 27-Jul-2026,2.79,2.68,2.9,2.68,2.84,2.83,2.81,10753,0.3,71,8197,76.23
DODLA, EQ, 27-Jul-2026,1061.2,1025,1043.9,1019.1,1031,1031.9,1033.26,55675,575.27,5876,21487,38.59
DOLATALGO, EQ, 27-Jul-2026,68.76,68.85,69.75,68.2,68.3,68.39,68.7,51681,35.51,780,31321,60.6
DOLLAR, EQ, 27-Jul-2026,258,260,261.9,257,257,257.7,259.4,103287,267.93,5414,63913,61.88
DOLLEX, SM, 27-Jul-2026,29.65,30.3,30.3,29,30.25,29.85,29.85,12000,3.58,3,8000,66.67
DOLPHIN, EQ, 27-Jul-2026,376.95,374,382.65,370,377.2,379.15,378.27,6399,24.21,465,3846,60.1
DOMS, EQ, 27-Jul-2026,2221,2230,2279.7,2230,2260,2263.5,2263.67,42006,950.88,3788,32326,76.96
DONEAR, EQ, 27-Jul-2026,85.79,85,86.98,84.22,86.27,86.18,85.57,9061,7.75,319,5106,56.35
DPABHUSHAN, EQ, 27-Jul-2026,1328.05,1347.85,1445,1316.25,1421,1412.35,1400.54,96545,1352.15,9545,24057,24.92
DPEL, SM, 27-Jul-2026,565.8,572,573.45,565.1,570,567.95,569.56,15500,88.28,31,11000,70.97
DPSCLTD, BE, 27-Jul-2026,7.17,7.31,7.32,7.05,7.2,7.17,7.16,62084,4.45,426, -, -
DPWIRES, BE, 27-Jul-2026,165.18,165.2,169.99,163,168,167.86,166.6,6372,10.62,141, -, -
DRAGARWQ, EQ, 27-Jul-2026,5021.5,5021.5,5075,4990,5050,5041.5,5032.36,476,23.95,171,299,62.82
DRCSYSTEMS, EQ, 27-Jul-2026,13.41,13.27,13.69,13.21,13.61,13.58,13.4,24048,3.22,193,14073,58.52
DREAMFOLKS, EQ, 27-Jul-2026,67.03,66.4,68.5,66.4,67,67.54,67.53,28055,18.95,582,14986,53.42
DREDGECORP, EQ, 27-Jul-2026,1003.3,1015,1075.9,1003.2,1070,1064.9,1052.76,219789,2313.84,15630,100930,45.92
DRONE, ST, 27-Jul-2026,39.9,40.7,40.7,39.15,40,40,39.46,11000,4.34,17,10500,95.45
DRREDDY, EQ, 27-Jul-2026,1151.7,1154.7,1159.3,1147.2,1151,1150.8,1151.95,1053461,12135.34,47835,490685,46.58
DSFCL, BE, 27-Jul-2026,27.93,27.99,27.99,27.38,27.38,27.38,27.82,25876,7.2,55, -, -
DSSL, EQ, 27-Jul-2026,1240.6,1270.9,1298.8,1224.1,1232.7,1231.6,1254.57,33482,420.05,3206,16018,47.84
DTIL, EQ, 27-Jul-2026,132.36,131.05,135,131.05,131.95,131.93,132.16,3038,4.02,99,2404,79.13
DUCOL, SM, 27-Jul-2026,108.9,105.05,105.05,105.05,105.05,105.05,105.05,800,0.84,1,800,100
DUCON, EQ, 27-Jul-2026,3.01,3.02,3.05,2.91,3.04,3.02,3,190189,5.7,261,158040,83.1
DUGLOBAL, SM, 27-Jul-2026,26.55,27,27.7,25.55,26,25.95,26.14,45000,11.76,17,40000,88.89
DURLAX, SM, 27-Jul-2026,50.2,50.2,52.2,50.2,51.5,51.5,51.72,18000,9.31,9,14000,77.78
DVL, EQ, 27-Jul-2026,243.97,243.97,247.58,240.01,240.25,241.21,242.35,9015,21.85,345,6107,67.74
DWARKESH, EQ, 27-Jul-2026,43.31,43.35,43.87,42.4,42.5,42.52,42.84,683323,292.7,3297,317008,46.39
DYCL, EQ, 27-Jul-2026,402.4,406,420,401.4,414.5,414.9,413.09,680337,2810.39,14837,179684,26.41
DYNAMATECH, EQ, 27-Jul-2026,10458,10507,10779,10466,10491,10546,10648.99,13287,1414.93,4591,6953,52.33
