SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
JKIL, EQ, 27-Jul-2026,485.65,492.9,496,485.15,487.05,489,489.47,98303,481.16,2198,56685,57.66
JKIPL, BE, 27-Jul-2026,96.69,96.45,98,93.5,96.67,96.88,96.91,13919,13.49,100, -, -
JKLAKSHMI, EQ, 27-Jul-2026,572.5,576.9,578.7,571.5,575.1,574.2,574.5,59113,339.6,5779,29475,49.86
JKPAPER, EQ, 27-Jul-2026,401.45,406.7,419.2,403.7,417.3,414.55,411.89,2094793,8628.22,46117,710124,33.9
JKTYRE, EQ, 27-Jul-2026,390.6,396,402.2,394.3,399.4,399.6,398.9,438325,1748.46,11242,183388,41.84
JLHL, EQ, 27-Jul-2026,323.2,321.1,330,312.9,329,327,319.84,147567,471.98,7613,60142,40.76
JMA, EQ, 27-Jul-2026,88.35,89.5,89.5,86.4,88.88,88.88,88.41,3391,3,63,2904,85.64
JMFINANCIL, EQ, 27-Jul-2026,122.05,123,125.74,122.66,124,124.36,124.53,1505925,1875.33,18458,758452,50.36
JNKINDIA, EQ, 27-Jul-2026,470.9,472,481.7,465.1,470.9,469.4,474.1,173799,823.97,4866,62739,36.1
JOCIL, BE, 27-Jul-2026,147.9,147.9,149,146.42,148,148,148.75,2251,3.35,21, -, -
JPOLYINVST, EQ, 27-Jul-2026,1029.1,1026.4,1057.9,1026.4,1036.1,1043.1,1043.78,4498,46.95,720,1833,40.75
JPPOWER, EQ, 27-Jul-2026,16.95,17.2,17.29,16.95,16.99,17.01,17.11,28221162,4828.91,23243,9206142,32.62
JSFB, EQ, 27-Jul-2026,536.95,544,559.6,532,537,537.25,541.04,428226,2316.88,16980,185745,43.38
JSL, EQ, 27-Jul-2026,714.25,720,726.75,710.1,724.2,724,719.85,338590,2437.35,26581,188457,55.66
JSLL, EQ, 27-Jul-2026,554.8,557.5,581.45,557.5,562.8,565.35,569.41,483511,2753.17,14291,238310,49.29
JSWCEMENT, EQ, 27-Jul-2026,132.12,132.99,136.15,132.99,135,134.41,134.62,1002215,1349.2,19892,432627,43.17
JSWDULUX, EQ, 27-Jul-2026,2943.9,2960,2970,2910.1,2930,2944,2936.23,10518,308.83,2681,3849,36.59
JSWENERGY, EQ, 27-Jul-2026,551.65,552,556.9,547.45,549.6,549.7,550.75,1125093,6196.43,21895,509496,45.28
JSWHL, EQ, 27-Jul-2026,10865,10867,11105,10822,11060,10999,10970.83,2154,236.31,1092,958,44.48
JSWINFRA, EQ, 27-Jul-2026,322.7,322.7,325.65,317.05,321.35,321.8,320.78,3153852,10116.79,53586,2012922,63.82
JSWSTEEL, EQ, 27-Jul-2026,1240.8,1251,1251,1234.3,1248.9,1244.6,1241.49,1128386,14008.76,26104,646140,57.26
JTEKTINDIA, EQ, 27-Jul-2026,131.62,132.99,133.81,132.01,132.5,133.29,133.1,83304,110.88,1388,37905,45.5
JTLIND, EQ, 27-Jul-2026,72.64,73.37,74.2,72.42,73.39,73.18,73.38,1019554,748.15,6849,489336,48
JUBLCPL, EQ, 27-Jul-2026,1851.5,1851.5,1887.9,1842.2,1860,1876.7,1872.81,2702,50.6,465,1587,58.73
JUBLFOOD, EQ, 27-Jul-2026,418.25,420.8,428.4,420.45,428,427.45,425.95,1229160,5235.64,18218,446895,36.36
JUBLINGREA, EQ, 27-Jul-2026,725.55,725.55,755.25,725.3,745,744.1,745.8,445843,3325.11,25743,219505,49.23
JUBLPHARMA, EQ, 27-Jul-2026,965.35,975,988.75,972.5,973.6,979.7,981.13,117876,1156.52,13666,69371,58.85
JUNIORBEES, EQ, 27-Jul-2026,776.3,780,784.48,777.32,783.99,783.45,782.25,338305,2646.38,9860,230424,68.11
JUNIPER, EQ, 27-Jul-2026,193.07,198.4,199,193.81,198.5,198.01,197.22,110129,217.19,4395,72938,66.23
JUSTDIAL, EQ, 27-Jul-2026,728.95,741,741,712.25,716.35,718.7,724.8,356069,2580.8,8858,107102,30.08
JWL, EQ, 27-Jul-2026,246.55,247.05,250.4,246.8,247.4,247.6,248.48,356937,886.9,9308,160415,44.94
JYOTHYLAB, EQ, 27-Jul-2026,198.57,200.19,204.19,197.25,202,201.98,202.41,575317,1164.49,13323,265803,46.2
JYOTICNC, EQ, 27-Jul-2026,795.05,801,812,797.1,805,803.75,805.2,312391,2515.39,10363,153145,49.02
JYOTIGLOBL, SM, 27-Jul-2026,36,36,36,36,36,36,36,2000,0.72,1,2000,100
JYOTISTRUC, EQ, 27-Jul-2026,10.97,11.09,11.14,10.9,10.96,10.94,10.99,2371702,260.69,2351,1162497,49.02
K2INFRA, ST, 27-Jul-2026,58.7,56.15,57.95,55.8,55.95,56.3,56.29,15600,8.78,23,12600,80.77
KABRAEXTRU, EQ, 27-Jul-2026,376.8,392,408,377.25,407,404.8,397.58,577413,2295.67,20717,179895,31.16
KAJARIACER, EQ, 27-Jul-2026,1214.9,1214.9,1252,1212,1218.5,1220,1232.94,206695,2548.42,14412,109662,53.05
KAKATCEM, BE, 27-Jul-2026,121,123.9,123.9,120,120,120.34,120.92,554,0.67,28, -, -
KALAMANDIR, EQ, 27-Jul-2026,88.43,89.25,89.72,86.94,87.98,87.34,88.27,1025959,905.6,8182,666081,64.92
KALANA, SM, 27-Jul-2026,18.15,19.7,19.7,17,17.85,17.6,17.32,68000,11.78,32,48000,70.59
KALPATARU, EQ, 27-Jul-2026,266.35,267,270.35,265.25,266.25,267,267.87,53611,143.61,2352,27401,51.11
KALYANIFRG, EQ, 27-Jul-2026,601.9,600.1,624,598.9,602,604,610.07,2464,15.03,126,1447,58.73
KALYANKJIL, EQ, 27-Jul-2026,573.55,575.1,585.55,562.45,565.4,564.6,571.54,16629166,95042.69,150668,2825753,16.99
KAMAHOLD, EQ, 27-Jul-2026,2527.9,2565.8,2585,2530.2,2538,2543.5,2558.07,1784,45.64,542,707,39.63
KAMATHOTEL, EQ, 27-Jul-2026,169.11,169.13,172.35,168.08,171,169.83,169.8,31689,53.81,1203,18422,58.13
KAMDHENU, BE, 27-Jul-2026,36.14,36.5,37,35.7,37,36.76,36.28,836699,303.54,1348, -, -
KAMOPAINTS, EQ, 27-Jul-2026,4.55,4.55,4.69,4.5,4.67,4.61,4.6,207932,9.56,555,133871,64.38
KANANIIND, EQ, 27-Jul-2026,1.49,1.48,1.55,1.31,1.55,1.51,1.47,170626,2.51,272,82587,48.4
KANCHI, BE, 27-Jul-2026,355.4,359,370.9,359,370.9,370.9,359.08,510,1.83,18, -, -
KANDARP, SM, 27-Jul-2026,91.35,99.9,99.9,91.35,95,96.7,94.92,18000,17.09,14,10000,55.56
KANORICHEM, BE, 27-Jul-2026,161.75,162.4,162.45,155,157.5,159.73,160.27,30418,48.75,384, -, -
KANPRPLA, EQ, 27-Jul-2026,221.25,229,229.9,223,225.06,224.54,225.91,48793,110.23,1456,21932,44.95
KANSAINER, EQ, 27-Jul-2026,193.19,196.68,206.6,194.8,203.95,203.88,202.76,635135,1287.83,12967,268936,42.34
KAPSTON, EQ, 27-Jul-2026,460.7,467,468.55,452.65,464,460.2,459.84,36890,169.63,1532,23641,64.09
KARMAENG, EQ, 27-Jul-2026,38.18,38.18,39.09,37.72,38.3,37.81,38.04,4354,1.66,64,2486,57.1
KARNIKA, SM, 27-Jul-2026,112.95,113.25,113.8,108.05,113.8,111.85,110.46,117000,129.24,98,86000,73.5
KARURVYSYA, EQ, 27-Jul-2026,338.9,341,344.75,335.7,339,339.65,339.87,2727470,9269.9,60308,1521706,55.79
KATARIA, SM, 27-Jul-2026,98.3,99.95,99.95,99.95,99.95,99.95,99.95,600,0.6,1,600,100
KAUSHALYA, BE, 27-Jul-2026,895,910,920,880,909,909.5,916.04,118,1.08,22, -, -
KAVDEFENCE, EQ, 27-Jul-2026,57.06,56.51,58.59,56.51,57.61,57.37,57.63,45791,26.39,858,26648,58.19
KAYA, EQ, 27-Jul-2026,282.63,285,287.99,281.02,284.39,282.22,283.54,24755,70.19,579,18976,76.66
KAYNES, EQ, 27-Jul-2026,3176.2,3211,3224.9,3173,3181,3181.3,3191.72,614724,19620.3,39358,163120,26.54
KAYTEX, SM, 27-Jul-2026,59,59,60,58.25,58.5,58.5,59.13,14400,8.51,11,14400,100
KCEIL, SM, 27-Jul-2026,87.6,89.15,96.1,89.15,93,92.65,92.86,33000,30.64,59,26000,78.79
KCK, SM, 27-Jul-2026,17.7,18,18,17,17.15,17.3,17.45,570000,99.49,117,372500,65.35
KCP, EQ, 27-Jul-2026,162.64,163.7,165.98,161.66,162.4,162.55,163.27,98347,160.57,1743,47675,48.48
KCPSUGIND, EQ, 27-Jul-2026,27.85,28.7,32.84,28.21,32,32.08,31.12,3727198,1159.93,22316,1468250,39.39
KDDL, EQ, 27-Jul-2026,3135.2,3182.2,3219.9,3070,3120,3119,3147.7,11663,367.12,2150,6349,54.44
KDL, SM, 27-Jul-2026,118.15,118.2,118.2,113.15,114,114.3,115.91,16350,18.95,72,12000,73.39
KEC, EQ, 27-Jul-2026,469.9,475.95,476,464.05,464.5,464.6,467.59,947596,4430.82,22012,590537,62.32
KECL, EQ, 27-Jul-2026,124.85,126.9,137.33,126.9,137.33,137.33,135.15,418474,565.55,2529,332438,79.44
KEEPLEARN, EQ, 27-Jul-2026,1.85,1.9,1.98,1.71,1.93,1.9,1.86,149543,2.79,136,44220,29.57
KEI, EQ, 27-Jul-2026,4868,4902,4945,4850,4861,4873,4898.1,136296,6675.91,20881,51334,37.66
KEL, SM, 27-Jul-2026,81.45,80,80,78,78.1,78.1,79.01,12000,9.48,9,12000,100
KELLTONTEC, EQ, 27-Jul-2026,14.09,14.22,14.69,14.02,14.11,14.1,14.23,1690609,240.57,3292,821631,48.6
KEN, SM, 27-Jul-2026,35,36.1,36.1,35.2,35.2,35.2,35.57,3600,1.28,3,3600,100
KENNAMET, EQ, 27-Jul-2026,2782.9,2783.4,2860.5,2783.4,2830.5,2837.3,2832.89,24487,693.69,2816,17809,72.73
KERNEX, EQ, 27-Jul-2026,2205.2,2215,2337,2208,2317,2321.2,2294.71,215636,4948.22,15448,121585,56.38
KESORAMIND, BE, 27-Jul-2026,11.72,11.66,12.1,11.14,11.6,11.45,11.4,637264,72.63,857, -, -
KEYFINSERV, EQ, 27-Jul-2026,253.89,267.89,267.89,255.1,259,259.08,258.32,1589,4.1,52,859,54.06
KFINTECH, EQ, 27-Jul-2026,857.75,872.35,955.3,862,948.1,949.25,928.8,10620157,98640.3,161390,1949521,18.36
KHADIM, BE, 27-Jul-2026,94.13,95.8,98.75,93.1,94.5,93.71,95.87,59802,57.33,1286, -, -
KHAICHEM, EQ, 27-Jul-2026,47.95,49.4,50.9,48.6,48.95,48.86,49.7,166939,82.97,1186,114972,68.87
KHAITANLTD, BE, 27-Jul-2026,128.83,128.8,130.89,128.8,130.89,130.83,130.01,385,0.5,10, -, -
KHANDSE, EQ, 27-Jul-2026,17.83,17.83,17.83,17,17.37,17.2,17.41,5348,0.93,46,5038,94.2
KHFM, SM, 27-Jul-2026,44.7,44.8,47.8,44.7,47.8,47.8,45.5,6200,2.82,3,6200,100
KICL, EQ, 27-Jul-2026,5298,5300,5475,5300,5390,5445.5,5401.66,1682,90.86,331,1181,70.21
KILITCH, BE, 27-Jul-2026,180.01,181.9,189,175,181.99,180.85,179.89,54695,98.39,276, -, -
KIMS, EQ, 27-Jul-2026,797.85,801.95,805.95,790.1,802.4,800.45,797.72,392176,3128.45,20583,194462,49.59
KINGFA, EQ, 27-Jul-2026,5212,5114,5484.5,5101,5101,5128.5,5255.21,18705,982.99,4373,4849,25.92
KIOCL, EQ, 27-Jul-2026,348.75,352,359.2,352,354.1,355.35,356.03,63446,225.89,3046,26088,41.12
KIRANVYPAR, EQ, 27-Jul-2026,200.32,201.32,202,199,201,201,200.5,246,0.49,23,126,51.22
KIRIINDUS, EQ, 27-Jul-2026,405.55,409,414.2,407,410,410.8,410.77,126856,521.09,3379,69237,54.58
KIRLFER, EQ, 27-Jul-2026,470.65,471.2,484.3,468.2,483,480.95,478.53,109886,525.84,5951,69594,63.33
KIRLOSBROS, EQ, 27-Jul-2026,1836.1,1837,1859.5,1790,1834.7,1833.5,1823.2,62726,1143.62,8862,20179,32.17
KIRLOSENG, EQ, 27-Jul-2026,2182.5,2190,2298,2141,2275,2283.1,2247.11,537005,12067.1,51009,263851,49.13
KIRLOSIND, EQ, 27-Jul-2026,3787.7,3851,3855.4,3784.2,3811.3,3807.2,3823.04,2617,100.05,737,1083,41.38
KIRLPNU, EQ, 27-Jul-2026,1497.1,1494.1,1539.8,1461.9,1490,1489.6,1491.31,200249,2986.33,22205,89974,44.93
KISSHT, EQ, 27-Jul-2026,340.15,341.8,351.5,339.1,344,342.25,346.67,1766690,6124.55,32313,848070,48
KITEX, EQ, 27-Jul-2026,147.04,147.04,150.97,146.41,146.7,147.18,148.4,420805,624.48,4633,197055,46.83
KKCL, EQ, 27-Jul-2026,502.3,509.4,513.45,498,498,501.95,506.36,35517,179.84,1679,22670,63.83
KKJEWELS, SM, 27-Jul-2026,104.05,104,107,102.3,107,106.9,105.26,12000,12.63,11,8000,66.67
KLBRENG-B, EQ, 27-Jul-2026,439.5,442.15,444.35,437,440,439.65,439.75,52812,232.24,2300,39123,74.08
KLL, SM, 27-Jul-2026,29.1,28.6,28.6,27.9,28.4,28.15,28.11,16800,4.72,16,12800,76.19
KMEW, EQ, 27-Jul-2026,2430.3,2430.3,2478.9,2400,2445,2427.8,2444.38,39707,970.59,7716,12475,31.42
KMSUGAR, EQ, 27-Jul-2026,27.66,27.81,28.8,27.81,28.26,28.33,28.38,110779,31.43,1187,64787,58.48
KNACK, EQ, 27-Jul-2026,194.88,196.75,205.74,196,197,197.35,201.19,2296861,4621.15,24070,651060,28.35
KNAGRI, EQ, 27-Jul-2026,213.64,219,227,212.43,222.9,221.46,220.01,24096,53.01,665,14742,61.18
KNRCON, EQ, 27-Jul-2026,121.22,122.25,123.01,121.5,122.3,122.58,122.36,343142,419.86,5564,178225,51.94
KODYTECH, SM, 27-Jul-2026,1223,1257,1345.3,1257,1345.3,1345.3,1312.87,24700,324.28,197,20300,82.19
KOHINOOR, EQ, 27-Jul-2026,22.92,22.98,23.39,22.93,23.29,23.21,23.16,81373,18.85,2138,16048,19.72
KOKUYOCMLN, EQ, 27-Jul-2026,83.87,86.7,86.7,83.89,85.9,85.86,85.14,16269,13.85,225,11714,72
KOLTEPATIL, EQ, 27-Jul-2026,391.25,398,398,384.6,388,386.6,389.13,38187,148.6,1798,23737,62.16
KONSTELEC, ST, 27-Jul-2026,64.35,64.35,65.5,61.2,62,62,63.12,9000,5.68,8,9000,100
KOPRAN, BE, 27-Jul-2026,198.74,201.9,204,197.99,200.5,201.21,201.83,51205,103.35,449, -, -
KORE, SM, 27-Jul-2026,167.5,165,177.6,160,177.45,177.2,171.92,5750,9.89,20,5500,95.65
KOTAKBANK, EQ, 27-Jul-2026,384.75,386,388.75,383.55,386,384.65,385.05,16710096,64342.61,208906,12419233,74.32
KOTARISUG, EQ, 27-Jul-2026,24.45,24.15,24.94,24.15,24.9,24.84,24.77,39790,9.86,231,28606,71.89
KOTHARIPET, EQ, 27-Jul-2026,131.82,132.36,138.5,132.36,136.06,136.07,136.29,121244,165.24,2095,52478,43.28
KOTHARIPRO, EQ, 27-Jul-2026,68.08,69.8,69.8,67.65,68.93,68.25,68.33,4791,3.27,106,2715,56.67
KOTIC, EQ, 27-Jul-2026,163,163,176,163,167,164.82,167.76,10204,17.12,476,5977,58.58
KOTYARK, BE, 27-Jul-2026,31.82,31.96,32.35,30.25,32.33,31.97,31.08,111439,34.63,386, -, -
KOVAI, EQ, 27-Jul-2026,5845,5848,5900.5,5760.5,5790,5844,5841.52,3319,193.88,1172,1562,47.06
KPEL, EQ, 27-Jul-2026,302.8,303.95,315.5,301.95,310.5,311.15,308.12,162993,502.21,4458,80029,49.1
KPIGREEN, EQ, 27-Jul-2026,390.2,391.75,398,391.5,392,392.45,393.69,307348,1209.99,9917,141361,45.99
KPIL, EQ, 27-Jul-2026,1299.9,1305.8,1312,1278,1300,1298.4,1292.32,161452,2086.47,16873,79682,49.35
KPITTECH, EQ, 27-Jul-2026,583.2,585.7,594.1,580.7,585,585.2,586.45,5068869,29726.24,55732,1130942,22.31
KPL, EQ, 27-Jul-2026,2781.7,2829.9,2830,2700.9,2705.9,2708,2760.1,19615,541.39,3398,10171,51.85
KPRMILL, EQ, 27-Jul-2026,1061.5,1076,1079.9,1048.2,1058,1056,1058.73,225674,2389.28,19548,107294,47.54
KRBL, EQ, 27-Jul-2026,350.75,351.45,356,349.5,349.65,350.55,351.78,157363,553.58,4762,84877,53.94
KREBSBIO, EQ, 27-Jul-2026,51.9,53.3,56.77,53.3,55.5,55.5,55.5,4036,2.24,69,3134,77.65
KRIDHANINF, BE, 27-Jul-2026,2.44,2.32,2.5,2.32,2.35,2.34,2.34,69254,1.62,60, -, -
KRISHANA, EQ, 27-Jul-2026,162.05,163.75,169.45,160.55,167.25,167.65,166.09,2829905,4700.26,18203,1422070,50.25
KRISHCA, SM, 27-Jul-2026,170,173,173,162,165,164.75,166.51,34000,56.61,53,28000,82.35
KRISHIVAL, EQ, 27-Jul-2026,387.55,395,397.5,385.9,393,390.75,390.52,8398,32.8,351,6122,72.9
KRISHNADEF, EQ, 27-Jul-2026,1316.8,1334.3,1367.9,1290,1290,1295.9,1324.31,105239,1393.69,7901,44287,42.08
KRITI, BE, 27-Jul-2026,64.25,64,66.8,64,64.5,64.64,65.16,9157,5.97,63, -, -
KRITIKA, EQ, 27-Jul-2026,5.47,5.47,5.65,5.4,5.5,5.52,5.52,154171,8.51,362,77680,50.39
KRITINUT, EQ, 27-Jul-2026,75.21,75.7,79.5,75.7,76.6,78.71,77.58,5193,4.03,69,4945,95.22
KRMAYURVED, ST, 27-Jul-2026,255.3,253.5,259.6,253.3,255,255,256.88,44000,113.03,35,38000,86.36
KRN, BE, 27-Jul-2026,1233.9,1255,1265,1231.5,1241.2,1244.6,1249.15,49483,618.12,3606, -, -
KRONOX, EQ, 27-Jul-2026,154.39,159.59,159.59,153.21,156,155.55,155.72,102020,158.86,2130,51186,50.17
KROSS, EQ, 27-Jul-2026,206.13,205,205,189,191.5,190.31,194.13,1456808,2828.1,25307,510346,35.03
KRSNAA, EQ, 27-Jul-2026,544.8,545.35,549.9,539.7,542.35,542.1,543.82,72447,393.98,6454,47138,65.07
KRT, RR, 27-Jul-2026,116.69,116.99,118.39,116.25,118.3,118.04,117.18,350586,410.83,6120,245941,70.15
KRYSTAL, EQ, 27-Jul-2026,601.4,604.45,604.75,600,600.3,600.3,600.88,9369,56.3,185,6879,73.42
KSB, EQ, 27-Jul-2026,866.05,874.95,889,859.15,874,877.4,878.25,141045,1238.72,14336,50904,36.09
KSCL, EQ, 27-Jul-2026,835.5,846,847.4,831,832.8,832.7,836.72,39047,326.71,2838,20500,52.5
KSHINTL, EQ, 27-Jul-2026,888.45,892.8,899.7,881.05,886,885.1,888.93,72826,647.37,6153,33115,45.47
KSHITIJPOL, BE, 27-Jul-2026,2.86,3,3,2.72,3,3,2.87,3450046,98.91,2306, -, -
KSL, EQ, 27-Jul-2026,892.95,895.8,906.8,886.3,897,895.95,895.49,23019,206.13,2247,9101,39.54
KSOLVES, EQ, 27-Jul-2026,280.9,283,286.5,278,278.1,279.5,280.6,35524,99.68,1925,19481,54.84
KSR, EQ, 27-Jul-2026,29.52,30.11,30.69,28.21,28.79,28.51,28.87,21014,6.07,159,17165,81.68
KTKBANK, EQ, 27-Jul-2026,279.7,280,287,280,286.5,285.55,284.61,3550008,10103.5,30100,2017248,56.82
KUANTUM, EQ, 27-Jul-2026,77.36,79.5,83.38,79.5,79.98,80.17,80.99,213786,173.15,2643,94920,44.4
KUSUMGAR, EQ, 27-Jul-2026,601.35,609.05,623.95,573,574.95,575.2,593.84,1108662,6583.64,32942,451576,40.73
KWIL, EQ, 27-Jul-2026,32,32.44,32.48,31.39,31.5,31.5,31.73,5030799,1596.29,15450,2826388,56.18
LAGNAM, EQ, 27-Jul-2026,90.31,90.31,92.01,88.8,91.23,90.38,90.13,25151,22.67,200,23253,92.45
LAKPRE, BZ, 27-Jul-2026,5.05,5.18,5.2,4.82,5,5,5.07,2402,0.12,10, -, -
LAKSHYA, SM, 27-Jul-2026,95.75,97.2,97.2,93.8,93.8,93.8,95.17,5600,5.33,7,4800,85.71
LAL, EQ, 27-Jul-2026,8.38,8.38,8.67,7.99,8.2,8.1,8.26,67053,5.54,209,43624,65.06
LALPATHLAB, EQ, 27-Jul-2026,1759.2,1800.4,1894.9,1793,1820,1827.2,1861.27,2106429,39206.28,131764,543118,25.78
LAMBODHARA, EQ, 27-Jul-2026,112.27,114.99,115,111.63,115,114.21,113.91,2211,2.52,53,1484,67.12
LAMOSAIC, ST, 27-Jul-2026,48.3,48.95,50,46.1,47.75,49.65,48.74,124800,60.83,62,117000,93.75
LANCORHOL, EQ, 27-Jul-2026,25.81,25.51,26.19,25.06,25.51,25.3,25.48,54742,13.95,857,23181,42.35
LANDMARK, EQ, 27-Jul-2026,512.8,534,542,520.05,537.8,538.5,534.16,678636,3625.03,20689,196711,28.99
LANDSMILL, EQ, 27-Jul-2026,0.75,0.75,0.89,0.75,0.83,0.82,0.83,15689177,130.33,2143,6474504,41.27
LAOPALA, EQ, 27-Jul-2026,184.35,185.51,190.11,184.2,185.8,185.87,186.32,88612,165.1,4860,34655,39.11
LASA, EQ, 27-Jul-2026,6.94,6.98,7.18,6.76,6.86,6.82,6.86,22892,1.57,148,19149,83.65
LASERPOWER, EQ, 27-Jul-2026,307.52,315.55,317,298,308.48,306.22,306.35,5223714,16002.84,54003,1399280,26.79
LATENTVIEW, EQ, 27-Jul-2026,296.05,299,321.1,299,314.05,313.85,316.44,5284442,16721.93,74082,995219,18.83
LATTEYS, BE, 27-Jul-2026,20.4,20.4,20.95,19.5,20,20,19.85,52419,10.4,206, -, -
LAURUSLABS, EQ, 27-Jul-2026,1601.2,1624.8,1734.5,1617.1,1711,1713.4,1691.75,7989771,135167.04,185888,2480358,31.04
LAXMICOT, EQ, 27-Jul-2026,14.12,14.5,14.99,14.25,14.4,14.37,14.5,26446,3.83,70,25963,98.17
LAXMIDENTL, EQ, 27-Jul-2026,216.44,218,223,217,217.7,218.05,218.56,145098,317.12,2116,98551,67.92
LAXMIINDIA, BE, 27-Jul-2026,129.12,131.49,131.49,127,128.8,128.52,128.78,62891,80.99,463, -, -
LCCINFOTEC, EQ, 27-Jul-2026,4.38,4.57,4.57,4.17,4.36,4.34,4.33,63940,2.77,151,35836,56.05
LEMERITE, EQ, 27-Jul-2026,20.5,20.87,21.41,20.79,21.4,21.33,21.02,530355,111.5,1125,209328,39.47
LEMONTREE, EQ, 27-Jul-2026,109.36,110.36,112.9,110.36,111.7,111.82,111.84,1685106,1884.66,30239,1002621,59.5
LENSKART, EQ, 27-Jul-2026,555.9,558,574.7,558,572,572,569.06,4051944,23058.07,80024,2412543,59.54
LEXUS, EQ, 27-Jul-2026,15.13,15.28,15.35,14.8,14.8,14.97,14.97,12698,1.9,148,10390,81.82
LFIC, EQ, 27-Jul-2026,143.3,145,149,135.51,143.05,144.89,145.71,1339,1.95,45,1056,78.86
LGBBROSLTD, EQ, 27-Jul-2026,1540.4,1540.4,1575,1536.7,1555.6,1553.8,1557.89,17755,276.6,2227,10506,59.17
LGEINDIA, EQ, 27-Jul-2026,1527.2,1529.9,1539.9,1522,1528,1526.8,1528.78,97519,1490.85,7870,50515,51.8
LGHL, EQ, 27-Jul-2026,203.91,206,212.99,204,204,205.19,206.79,20414,42.21,267,2795,13.69
LIBAS, EQ, 27-Jul-2026,10.04,10.55,10.55,10.02,10.18,10.12,10.16,31100,3.16,117,19030,61.19
LIBERTSHOE, EQ, 27-Jul-2026,258.25,264,272,259.4,268.9,269,268.27,98288,263.68,3972,32654,33.22
LICHSGFIN, EQ, 27-Jul-2026,538.95,542.4,553.5,541.1,552,551.75,548.38,763125,4184.85,18157,377005,49.4
LICI, EQ, 27-Jul-2026,421.3,422.1,427.35,422.1,425,424.35,424.62,1064234,4518.98,17470,437849,41.14
LICMFGOLD, EQ, 27-Jul-2026,128.7,129.4,129.8,128.8,129.05,129.05,129.41,27101,35.07,444,11471,42.33
LICNETFGSC, EQ, 27-Jul-2026,29.36,29.5,29.73,29.36,29.46,29.46,29.46,62005,18.27,114,38807,62.59
LICNETFN50, EQ, 27-Jul-2026,266.3,268.02,269,267.83,268.51,268.51,268.53,302,0.81,27,162,53.64
LICNETFSEN, EQ, 27-Jul-2026,862.07,840.51,866.91,840.51,866.91,866.91,862.01,13,0.11,4,11,84.62
LICNFNHGP, EQ, 27-Jul-2026,273.4,273.44,275.39,273.44,275.38,275.1,274.05,129,0.35,17,96,74.42
LICNMID100, EQ, 27-Jul-2026,62.07,62.07,62.82,62.07,62.62,62.62,62.55,7581,4.74,85,1747,23.04
LIKHITHA, EQ, 27-Jul-2026,226.6,224,236,216.8,227,230.3,229.92,36538,84.01,1365,19524,53.43
LINC, EQ, 27-Jul-2026,102.67,101.56,104.37,101.56,102.71,102.83,103.02,19327,19.91,430,14778,76.46
LINCOLN, EQ, 27-Jul-2026,580,584,592.45,578.1,583.7,582.1,584.83,12914,75.52,1113,7164,55.47
LINDEINDIA, EQ, 27-Jul-2026,6731,6752,6810,6726,6779,6766.5,6765.15,17244,1166.58,4973,8403,48.73
LIQGRWBEES, EQ, 27-Jul-2026,1049.05,1049.18,1049.2,1049.18,1049.18,1049.18,1049.19,33787,354.49,177,23311,68.99
LIQUID, EQ, 27-Jul-2026,999.99,999.99,1000,999.99,1000,999.99,1000,219929,2199.29,134,168533,76.63
LIQUID1, EQ, 27-Jul-2026,1115.2,1115.21,1116.5,1115.2,1115.36,1115.35,1115.36,617354,6885.73,431,522564,84.65
LIQUIDADD, EQ, 27-Jul-2026,1137.35,1137.49,1137.51,1137.49,1137.49,1137.49,1137.5,646698,7356.16,452,500364,77.37
LIQUIDBEES, EQ, 27-Jul-2026,999.99,1000.97,1000.97,999.99,1000,999.99,1000,2867011,28670.02,3961,2373421,82.78
LIQUIDBETA, EQ, 27-Jul-2026,1001.57,1001.72,1001.72,1001.72,1001.72,1001.72,1001.72,2,0.02,1,2,100
LIQUIDBETF, EQ, 27-Jul-2026,1091.81,1091.96,1091.98,1091.96,1091.97,1091.97,1091.97,112886,1232.68,121,74379,65.89
LIQUIDCASE, EQ, 27-Jul-2026,115.17,115.18,115.2,115.18,115.18,115.19,115.19,13555490,15614.41,10837,9572200,70.61
LIQUIDETF, EQ, 27-Jul-2026,1000,999.99,1000.01,999.99,1000,999.99,1000,54978,549.78,202,34270,62.33
LIQUIDIETF, EQ, 27-Jul-2026,999.99,1000,1000.01,999.99,999.99,999.99,1000,274535,2745.34,331,222276,80.96
LIQUIDPLUS, EQ, 27-Jul-2026,1096.02,1094.92,1096.18,1094,1096.16,1096.16,1096.17,734165,8047.68,251,454625,61.92
LIQUIDSBI, EQ, 27-Jul-2026,1000,1000,1000.01,999.99,999.99,999.99,999.99,6202,62.02,34,4333,69.86
LIQUIDSHRI, EQ, 27-Jul-2026,1114.54,1114.7,1114.7,1114.68,1114.68,1114.68,1114.69,1652,18.41,29,1281,77.54
LLOYDS, ST, 27-Jul-2026,70.5,70.5,70.5,67,67,67,67.9,4000,2.72,4,4000,100
LLOYDSENGG, EQ, 27-Jul-2026,88.42,89.05,92,89.05,91.31,91.33,91.24,9220184,8412.92,31777,4363725,47.33
